timestamp,product_id,product_category,warehouse_location,inventory_level,units_sold,unit_price,lead_time_days,restock_quantity,promotion_flag,temperature_celsius,humidity_percent,truck_arrival_delay_mins,demand_forecast
2024-05-04,P002,FMCG,WH04,439,23,82.87,13,179,1,27.32,35.37,62,26
2024-05-05,P010,Apparel,WH02,135,28,162.96,1,271,1,36.16,31.45,75,28
2024-05-06,P004,Apparel,WH04,73,29,225.94,10,156,0,26.96,37.86,60,33
2024-05-07,P002,Apparel,WH02,286,26,55.88,14,68,0,38.39,40.26,8,28
2024-05-08,P010,Electronics,WH03,313,27,135.8,12,163,0,33.56,67.22,117,24
2024-05-09,P007,Apparel,WH01,65,34,327.52,14,23,0,32.5,31.54,68,33
2024-05-10,P006,Electronics,WH01,277,38,199.87,4,173,0,15.04,39.62,61,35
2024-05-11,P009,FMCG,WH02,308,27,210.19,13,298,1,25.6,47.06,68,27
2024-05-12,P006,Electronics,WH03,51,33,12.27,8,218,1,27.3,56.57,25,35
2024-05-13,P009,Apparel,WH02,147,39,229.32,4,109,0,20.27,42.81,90,35
2024-05-14,P005,Electronics,WH04,141,37,386.67,13,107,1,34.12,46.12,56,39
2024-05-15,P002,Apparel,WH03,64,34,373.19,6,250,0,27.08,76.97,74,37
2024-05-16,P008,Apparel,WH05,491,26,396.44,9,70,1,23.83,37.41,32,27
2024-05-17,P010,Electronics,WH04,369,28,351.49,1,170,0,20.72,70.76,100,28
2024-05-18,P005,Apparel,WH05,433,28,452.33,2,18,0,27.44,65.62,71,27
2024-05-19,P007,Electronics,WH05,174,29,343.92,10,298,0,17.84,34.05,9,29
2024-05-20,P006,Apparel,WH04,256,31,266.52,7,73,1,32.6,47.91,13,32
2024-05-21,P001,Apparel,WH02,489,25,481.04,2,293,1,19.87,60.09,27,25
2024-05-22,P001,FMCG,WH05,351,23,146.5,13,32,1,24.55,68.91,48,20
2024-05-23,P006,FMCG,WH04,151,41,116.2,4,18,1,31.34,75.26,100,40
2024-05-24,P009,Electronics,WH03,149,32,453.89,7,64,0,23.62,51.26,50,34
2024-05-25,P004,Electronics,WH04,448,34,175.73,3,28,1,36.36,38.5,77,37
2024-05-26,P003,Electronics,WH01,309,30,276.57,6,265,0,36.11,45.32,56,33
2024-05-27,P006,Apparel,WH04,137,31,443.68,12,55,0,36.0,59.07,6,27
2024-05-28,P003,FMCG,WH03,145,21,454.15,3,114,0,24.21,61.65,3,21
2024-05-29,P009,Home Goods,WH05,118,32,83.71,5,147,1,17.38,63.26,8,35
2024-05-30,P009,FMCG,WH02,282,31,199.18,13,137,1,35.29,49.23,69,28
2024-05-31,P005,Apparel,WH05,78,35,354.87,12,120,1,33.23,53.23,119,30
2024-06-01,P005,Apparel,WH02,178,28,352.31,7,113,1,19.82,44.56,11,27
2024-06-02,P010,Home Goods,WH01,91,27,437.05,5,211,1,28.73,76.5,12,29
2024-06-03,P008,FMCG,WH05,227,25,147.57,1,177,0,23.5,32.43,79,24
2024-06-04,P002,Apparel,WH02,266,33,134.2,10,269,0,18.42,55.68,70,29
2024-06-05,P002,FMCG,WH05,351,32,285.45,13,16,0,30.94,60.63,63,29
2024-06-06,P010,Electronics,WH05,58,31,54.14,4,106,0,37.94,34.75,21,28
2024-06-07,P008,Apparel,WH04,485,31,276.5,8,123,1,34.39,31.78,40,28
2024-06-08,P006,Home Goods,WH01,187,24,71.67,3,64,0,16.48,71.68,82,21
2024-06-09,P010,Apparel,WH04,125,26,331.37,8,185,0,21.1,49.91,80,23
2024-06-10,P005,Apparel,WH04,237,35,264.82,13,15,0,32.93,67.5,86,33
2024-06-11,P010,FMCG,WH01,286,32,164.28,7,92,1,16.5,33.61,57,31
2024-06-12,P007,FMCG,WH01,464,27,273.02,8,1,1,23.43,33.1,73,28
2024-06-13,P007,Home Goods,WH05,181,33,222.87,4,248,0,19.44,56.65,62,36
2024-06-14,P005,Home Goods,WH01,293,28,444.73,7,163,0,31.81,60.46,113,23
2024-06-15,P008,Apparel,WH05,372,33,434.89,11,173,0,26.65,49.7,105,32
2024-06-16,P002,Apparel,WH03,468,27,184.56,5,129,1,32.57,57.05,70,24
2024-06-17,P004,Apparel,WH03,296,28,82.63,9,176,1,31.65,59.06,40,29
2024-06-18,P002,Electronics,WH03,413,36,308.94,11,203,0,24.06,43.17,94,39
2024-06-19,P002,FMCG,WH01,242,35,477.69,5,105,1,18.45,76.25,109,33
2024-06-20,P004,Home Goods,WH04,271,25,213.81,9,21,1,28.39,47.16,38,21
2024-06-21,P004,Electronics,WH02,250,38,449.83,8,274,0,18.18,46.84,6,33
2024-06-22,P010,FMCG,WH03,455,27,170.44,13,19,0,25.32,55.54,103,23
2024-06-23,P003,FMCG,WH02,198,20,125.47,7,15,0,23.58,66.5,70,23
2024-06-24,P005,Home Goods,WH03,495,25,469.67,9,171,0,19.5,70.3,70,29
2024-06-25,P006,Home Goods,WH04,56,22,486.53,14,11,1,24.97,70.32,115,26
2024-06-26,P007,Electronics,WH01,129,27,192.17,14,286,1,34.73,63.27,65,22
2024-06-27,P004,Home Goods,WH02,306,27,416.21,7,158,0,39.0,65.46,55,27
2024-06-28,P010,Apparel,WH01,213,33,377.03,13,169,1,36.04,63.6,90,35
2024-01-01,P005,FMCG,WH04,63,34,271.28,1,51,0,20.24,63.62,100,38
2024-01-02,P007,Apparel,WH04,446,31,53.79,1,81,1,35.81,59.67,90,28
2024-01-03,P001,Home Goods,WH03,335,38,63.73,8,205,0,19.53,54.13,6,36
2024-01-04,P004,Home Goods,WH01,114,27,131.92,6,165,1,29.56,47.66,81,22
2024-01-05,P004,Electronics,WH04,494,30,338.77,1,32,1,38.66,67.4,65,30
2024-01-06,P005,Electronics,WH04,495,23,78.75,10,54,1,15.02,71.39,95,20
2024-01-07,P001,FMCG,WH02,328,33,52.55,5,186,0,21.37,70.35,29,28
2024-01-08,P004,Electronics,WH05,54,28,409.76,4,254,0,34.32,60.62,24,23
2024-01-09,P005,FMCG,WH01,337,33,114.33,13,217,1,25.31,77.17,95,34
2024-01-10,P001,Apparel,WH05,91,29,187.13,6,289,1,35.31,33.12,90,33
2024-01-11,P008,Home Goods,WH05,459,27,205.78,5,120,1,17.98,62.01,14,26
2024-01-12,P010,Home Goods,WH01,435,26,53.64,9,287,1,20.03,31.06,69,30
2024-01-13,P003,Apparel,WH05,378,31,461.67,5,208,0,18.75,39.72,38,32
2024-01-14,P009,Home Goods,WH03,263,31,120.5,3,190,1,23.03,35.0,101,35
2024-01-15,P006,FMCG,WH04,398,30,266.08,8,272,0,15.35,31.45,91,34
2024-01-16,P006,Apparel,WH03,136,31,59.62,10,286,0,35.35,76.06,85,32
2024-01-17,P001,Home Goods,WH05,420,27,370.73,2,235,0,15.7,59.47,66,30
2024-01-18,P003,Apparel,WH04,446,34,45.91,13,2,1,19.27,46.98,8,30
2024-01-19,P007,Home Goods,WH05,426,40,308.33,10,145,1,25.7,52.85,24,42
2024-01-20,P004,Apparel,WH05,374,37,133.59,10,98,1,38.24,42.1,0,37
2024-01-21,P010,Apparel,WH02,235,23,363.95,12,112,1,37.53,34.32,109,20
2024-01-22,P010,Electronics,WH02,239,24,499.0,4,272,0,26.66,47.61,93,23
2024-01-23,P001,Electronics,WH02,78,26,95.18,6,190,1,20.88,66.56,5,26
2024-01-24,P002,Home Goods,WH03,55,25,28.73,13,175,1,31.52,60.95,81,28
2024-01-25,P010,Apparel,WH02,424,32,258.62,1,243,0,23.91,78.41,45,35
2024-01-26,P010,Apparel,WH04,90,32,92.56,2,81,1,33.41,68.66,98,35
2024-01-27,P007,Apparel,WH02,416,26,161.11,10,91,1,32.76,63.39,76,28
2024-01-28,P002,Electronics,WH04,62,27,52.95,2,82,0,29.77,41.01,11,23
2024-01-29,P004,Electronics,WH04,204,26,92.89,11,142,0,20.97,63.8,93,21
2024-01-30,P005,FMCG,WH04,491,19,87.03,2,265,1,21.62,74.2,116,22
2024-01-31,P007,Apparel,WH04,276,22,187.58,8,152,0,35.45,77.2,81,23
2024-02-01,P004,Apparel,WH05,118,32,311.5,14,146,0,35.57,70.52,32,36
2024-02-02,P002,Home Goods,WH01,54,32,373.98,8,185,1,31.06,35.44,22,28
2024-02-03,P010,Apparel,WH05,345,30,314.82,8,182,1,32.08,32.8,101,33
2024-02-04,P003,FMCG,WH03,413,27,236.8,3,213,0,17.98,67.22,2,22
2024-02-05,P010,Apparel,WH04,282,40,446.72,3,90,1,18.19,73.55,42,42
2024-02-06,P001,Electronics,WH01,181,26,324.98,7,176,1,28.08,55.51,53,25
2024-02-07,P005,FMCG,WH05,476,25,333.77,4,181,0,25.07,30.92,46,24
2024-02-08,P004,Electronics,WH01,217,29,209.46,3,297,0,27.17,53.89,60,33
2024-02-09,P002,Apparel,WH05,330,32,197.96,11,248,0,22.84,66.03,50,28
2024-02-10,P005,Apparel,WH02,212,39,212.31,2,286,1,29.72,68.88,16,38
2024-02-11,P009,Electronics,WH02,204,30,143.21,7,236,1,26.35,77.93,24,29
2024-02-12,P006,Home Goods,WH01,460,37,438.4,11,232,1,17.13,76.14,97,39
2024-02-13,P002,FMCG,WH04,138,26,12.7,5,64,0,16.35,36.59,4,28
2024-02-14,P002,FMCG,WH01,69,20,281.16,9,119,0,31.81,57.83,10,19
2024-02-15,P005,Electronics,WH04,171,18,268.44,14,152,0,29.02,31.33,99,15
2024-02-16,P008,Apparel,WH05,104,28,132.79,8,147,1,36.1,41.11,12,29
2024-02-17,P007,FMCG,WH01,490,26,445.4,14,139,1,16.93,67.21,103,27
2024-02-18,P007,Home Goods,WH02,232,38,204.7,9,46,0,22.38,62.96,85,39
2024-02-19,P001,Apparel,WH04,299,28,238.21,9,143,1,34.67,37.68,107,26
2024-02-20,P003,Home Goods,WH03,463,21,226.35,11,151,1,28.09,44.81,78,23
2024-02-21,P005,Apparel,WH05,272,24,65.09,12,283,0,33.97,51.69,106,27
2024-02-22,P004,Apparel,WH04,72,18,465.61,1,129,0,15.16,61.05,68,13
2024-02-23,P008,Electronics,WH05,341,30,230.83,4,74,0,18.68,79.16,119,25
2024-02-24,P009,Electronics,WH01,423,33,378.94,14,259,1,15.9,58.35,75,37
2024-02-25,P001,Apparel,WH03,169,36,476.72,6,27,1,17.88,39.55,29,32
2024-02-26,P009,FMCG,WH01,459,30,87.98,12,106,0,23.47,56.73,69,33
2024-02-27,P003,Home Goods,WH05,224,31,135.56,7,37,1,19.51,79.04,77,34
2024-02-28,P008,Apparel,WH02,193,34,435.43,8,210,1,23.75,31.32,16,38
2024-02-29,P004,Home Goods,WH02,119,34,491.39,11,193,0,17.0,55.38,85,29
2024-03-01,P009,Home Goods,WH05,382,37,444.71,13,210,0,17.45,54.51,42,38
2024-03-02,P003,Home Goods,WH01,228,28,23.08,14,45,0,20.5,68.93,92,23
2024-03-03,P010,Apparel,WH05,178,23,167.36,12,151,0,19.34,71.71,62,21
2024-03-04,P005,Home Goods,WH04,126,33,248.95,3,299,1,21.52,53.38,22,36
2024-03-05,P003,Home Goods,WH01,287,36,197.81,14,37,1,27.54,37.23,24,36
2024-03-06,P010,Home Goods,WH03,379,40,245.39,5,96,0,34.58,30.7,118,41
2024-03-07,P006,Electronics,WH02,367,22,67.42,7,39,1,25.42,61.28,33,18
2024-03-08,P006,Home Goods,WH04,264,24,246.49,8,241,1,26.99,54.47,1,22
2024-03-09,P004,Apparel,WH04,182,23,283.39,6,21,0,27.19,45.33,90,22
2024-03-10,P002,FMCG,WH03,408,27,103.67,8,283,0,25.0,37.56,105,28
2024-03-11,P008,Electronics,WH05,303,41,24.81,9,207,1,25.99,36.96,90,36
2024-03-12,P010,Apparel,WH01,389,32,409.18,1,235,1,23.27,51.44,8,29
2024-03-13,P008,Home Goods,WH02,99,39,317.51,1,76,0,29.63,47.36,116,34
2024-03-14,P008,FMCG,WH05,285,28,57.21,11,245,0,18.9,31.51,14,24
2024-03-15,P002,Electronics,WH03,184,28,212.22,3,289,1,26.06,65.44,77,23
2024-03-16,P008,FMCG,WH04,498,39,163.36,14,74,1,36.85,44.24,106,41
2024-03-17,P004,FMCG,WH02,421,38,170.19,9,134,1,15.72,31.49,111,41
2024-03-18,P002,FMCG,WH01,154,30,80.79,6,41,0,19.82,37.83,72,30
2024-03-19,P001,Apparel,WH01,208,25,301.62,3,275,0,22.97,50.11,9,28
2024-03-20,P005,Home Goods,WH05,448,32,387.45,3,205,0,22.56,41.49,45,35
2024-03-21,P006,FMCG,WH02,224,28,218.17,10,73,1,30.48,30.43,56,32
2024-03-22,P006,Home Goods,WH05,314,26,76.02,9,55,0,30.14,62.85,30,26
2024-03-23,P002,Apparel,WH02,350,28,31.93,4,217,0,29.51,46.45,16,28
2024-03-24,P001,Home Goods,WH03,101,29,188.22,1,96,1,37.77,68.57,80,30
2024-03-25,P008,FMCG,WH03,362,30,310.79,5,265,1,24.69,68.62,38,30
2024-03-26,P005,Apparel,WH01,255,32,143.34,11,216,1,27.59,46.21,80,35
2024-03-27,P008,Electronics,WH03,473,48,453.3,4,286,0,35.53,69.08,55,46
2024-03-28,P007,FMCG,WH02,174,20,347.78,11,291,1,37.81,39.01,64,20
2024-03-29,P008,Apparel,WH01,144,25,13.67,11,222,1,38.84,45.29,41,24
2024-03-30,P010,Electronics,WH01,422,32,129.04,8,225,0,27.77,68.3,11,27
2024-03-31,P008,Apparel,WH02,300,30,153.9,9,222,0,27.79,37.64,99,27
2024-04-01,P006,Home Goods,WH01,416,28,18.14,14,192,1,27.45,72.02,72,23
2024-04-02,P002,Electronics,WH04,177,26,145.56,9,125,1,24.96,76.4,119,26
2024-04-03,P006,Home Goods,WH05,447,29,389.57,1,278,1,37.24,50.44,96,31
2024-04-04,P004,Electronics,WH03,246,36,416.9,2,187,1,23.68,68.49,42,38
2024-04-05,P003,Home Goods,WH01,184,33,398.31,6,160,1,37.57,77.59,45,33
2024-04-06,P005,FMCG,WH04,185,25,59.75,5,114,1,17.9,54.45,94,27
2024-04-07,P010,Electronics,WH05,385,35,359.87,9,212,0,32.68,51.45,4,31
2024-04-08,P003,FMCG,WH04,487,37,46.4,7,62,1,38.92,42.38,92,41
2024-04-09,P002,Apparel,WH04,83,26,187.62,13,95,1,39.47,42.1,40,21
2024-04-10,P002,Home Goods,WH02,462,21,368.47,12,259,1,32.79,74.38,37,18
2024-04-11,P009,Apparel,WH02,103,24,488.33,2,90,1,31.91,62.6,80,24
2024-04-12,P004,FMCG,WH05,105,24,115.5,13,123,1,16.68,44.49,49,19
2024-04-13,P007,Apparel,WH05,217,27,366.89,3,230,0,17.09,64.2,51,26
2024-04-14,P003,Home Goods,WH05,460,28,148.88,14,242,0,36.96,64.83,31,29
2024-04-15,P010,FMCG,WH01,113,31,408.6,4,88,0,25.61,73.23,70,32
2024-04-16,P007,Home Goods,WH01,229,40,466.0,5,193,0,37.12,35.52,15,38
2024-04-17,P009,Electronics,WH05,292,21,339.33,5,277,0,21.6,32.97,47,19
2024-04-18,P003,Home Goods,WH05,206,31,322.25,11,198,0,19.9,70.58,55,31
2024-04-19,P009,Apparel,WH04,283,28,329.32,13,190,1,16.28,52.03,58,30
2024-04-20,P009,Electronics,WH02,161,28,108.94,4,231,1,33.12,73.61,30,24
2024-04-21,P002,Electronics,WH02,221,34,255.55,11,40,0,23.67,72.58,61,34
2024-04-22,P008,Home Goods,WH02,451,37,233.47,13,233,0,19.01,64.05,40,41
2024-04-23,P006,Apparel,WH02,445,29,321.55,13,290,1,16.77,50.54,45,26
2024-04-24,P001,Electronics,WH02,307,24,170.06,8,122,0,21.86,79.34,119,27
2024-04-25,P003,Electronics,WH03,229,38,130.79,1,276,1,33.2,54.46,91,39
2024-04-26,P006,Home Goods,WH05,69,31,13.28,3,91,1,38.07,42.71,27,29
2024-04-27,P001,Electronics,WH04,260,35,46.02,10,298,0,39.63,42.43,104,31
2024-04-28,P003,Electronics,WH03,56,35,325.57,12,26,1,17.38,32.69,115,31
2024-04-29,P001,Electronics,WH02,359,37,395.93,1,14,1,24.52,73.0,86,38
2024-04-30,P002,FMCG,WH04,283,31,446.18,7,76,0,19.98,31.24,16,33
2024-05-01,P009,FMCG,WH04,380,34,349.08,7,168,1,20.98,40.81,76,35
2024-05-02,P001,FMCG,WH02,453,27,151.28,1,157,0,38.9,63.66,29,31
2024-05-03,P004,FMCG,WH01,423,28,99.6,11,120,0,34.54,51.73,91,32
2024-05-04,P001,Apparel,WH05,496,25,101.14,4,52,1,32.01,39.55,51,27
2024-05-05,P004,Apparel,WH05,63,36,104.22,14,205,1,37.04,59.31,79,39
2024-05-06,P007,Home Goods,WH05,134,46,24.03,8,67,0,37.71,54.99,64,46
2024-05-07,P004,Apparel,WH02,164,32,236.85,8,29,0,36.29,43.38,39,29
2024-05-08,P010,Apparel,WH02,69,24,84.03,5,231,0,21.94,76.19,7,20
2024-05-09,P001,Electronics,WH02,392,26,186.13,8,103,0,35.17,47.98,45,28
2024-05-10,P001,Home Goods,WH01,477,34,491.17,4,67,0,29.64,58.79,66,31
2024-05-11,P007,Apparel,WH02,422,22,81.59,1,241,1,32.15,42.33,40,26
2024-05-12,P002,Electronics,WH04,192,33,477.13,6,96,0,18.05,57.08,76,30
2024-05-13,P007,FMCG,WH02,99,34,429.0,11,26,0,22.48,39.26,37,30
2024-05-14,P003,Electronics,WH05,425,22,499.49,14,147,1,28.36,76.64,87,23
2024-05-15,P009,FMCG,WH04,294,22,32.92,10,222,0,16.77,36.05,6,22
2024-05-16,P005,Electronics,WH02,239,31,436.47,7,9,1,22.04,37.04,1,30
2024-05-17,P004,Electronics,WH04,86,28,258.26,14,73,1,22.08,30.88,11,25
2024-05-18,P009,FMCG,WH03,51,26,117.41,4,39,0,35.21,42.27,46,23
2024-05-19,P001,Home Goods,WH05,286,29,33.38,2,155,0,37.85,37.02,15,29
2024-05-20,P004,Home Goods,WH04,272,27,75.64,7,286,0,24.93,66.65,63,29
2024-05-21,P004,Electronics,WH03,469,25,321.61,1,178,1,21.09,38.69,0,22
2024-05-22,P006,Home Goods,WH05,357,42,59.92,2,112,0,15.43,64.99,2,38
2024-05-23,P008,FMCG,WH03,288,24,332.75,12,287,1,35.28,55.44,7,20
2024-05-24,P010,FMCG,WH05,275,26,100.42,12,33,1,16.38,53.21,107,26
2024-05-25,P004,FMCG,WH05,243,29,119.05,11,193,1,20.06,38.0,71,26
2024-05-26,P005,FMCG,WH05,69,26,378.4,8,84,1,22.89,44.16,81,21
2024-05-27,P007,Apparel,WH05,223,33,457.03,9,235,0,22.17,40.41,93,33
2024-05-28,P010,Electronics,WH03,145,26,10.91,2,279,0,26.62,42.47,64,27
2024-05-29,P004,FMCG,WH05,50,27,271.33,14,166,0,37.46,77.38,88,25
2024-05-30,P002,Apparel,WH05,460,27,367.75,10,67,1,23.95,39.09,105,31
2024-05-31,P010,Home Goods,WH01,62,38,462.32,4,252,0,36.73,65.37,47,41
2024-06-01,P003,Home Goods,WH01,391,37,238.34,8,18,0,34.87,60.13,38,38
2024-06-02,P002,Home Goods,WH04,245,31,438.33,12,33,0,26.25,71.52,22,27
2024-06-03,P006,Apparel,WH05,139,26,407.41,14,241,1,32.43,62.04,78,24
2024-06-04,P006,Home Goods,WH03,321,31,471.29,14,191,1,38.59,73.16,72,31
2024-06-05,P004,FMCG,WH04,269,34,379.98,1,259,1,34.6,55.58,77,30
2024-06-06,P003,Home Goods,WH03,385,28,232.47,5,206,0,17.69,79.96,0,24
2024-06-07,P005,FMCG,WH02,88,31,298.93,5,24,1,37.56,50.51,89,34
2024-06-08,P005,Apparel,WH04,434,39,46.75,10,265,1,17.8,53.66,35,40
2024-06-09,P009,Home Goods,WH03,462,28,81.51,7,68,1,26.35,30.77,118,26
2024-06-10,P009,Apparel,WH02,128,23,217.1,8,48,1,28.47,45.5,64,24
2024-06-11,P006,Home Goods,WH05,126,39,207.37,8,0,1,19.44,76.19,54,35
2024-06-12,P009,Home Goods,WH01,256,26,416.33,2,63,0,30.77,36.22,114,28
2024-06-13,P003,Home Goods,WH03,481,33,456.55,6,30,0,32.37,70.02,63,36
2024-06-14,P003,FMCG,WH03,402,27,264.83,4,38,0,16.1,63.78,55,22
2024-06-15,P010,Home Goods,WH04,441,36,145.74,7,187,0,20.37,75.37,109,36
2024-06-16,P010,FMCG,WH01,222,39,49.88,9,105,1,25.96,54.4,61,42
2024-06-17,P010,Home Goods,WH05,200,33,381.6,10,172,0,25.55,51.66,38,36
2024-06-18,P006,Home Goods,WH03,413,30,497.53,14,171,1,38.89,31.71,55,26
2024-06-19,P010,Apparel,WH04,194,23,10.81,14,108,1,21.95,61.04,62,26
2024-06-20,P005,FMCG,WH05,492,37,346.43,13,104,1,32.94,63.72,32,32
2024-06-21,P002,Electronics,WH02,432,32,229.7,4,189,0,18.1,34.61,115,31
2024-06-22,P008,FMCG,WH03,353,30,14.47,12,145,1,34.11,42.63,42,32
2024-06-23,P005,Home Goods,WH05,437,32,191.99,4,291,1,29.51,53.12,76,35
2024-06-24,P008,Apparel,WH01,473,17,315.34,8,16,0,17.71,36.07,105,21
2024-06-25,P010,Electronics,WH05,228,33,413.72,13,34,1,39.36,41.49,14,31
2024-06-26,P002,Home Goods,WH04,308,24,295.67,2,223,1,36.1,54.14,85,22
2024-06-27,P008,Home Goods,WH05,266,27,257.22,8,89,1,29.9,78.12,59,23
2024-06-28,P003,FMCG,WH05,94,27,390.23,2,150,0,15.32,48.63,50,29
2024-01-01,P001,Apparel,WH04,475,38,492.84,6,297,0,25.85,67.04,21,37
2024-01-02,P005,Apparel,WH03,297,34,39.53,7,92,1,37.84,41.86,5,29
2024-01-03,P003,FMCG,WH03,498,31,198.24,3,164,1,23.34,33.39,45,29
2024-01-04,P003,Home Goods,WH01,441,33,305.07,8,268,0,36.03,47.01,2,29
2024-01-05,P010,Electronics,WH02,196,32,258.89,5,185,0,28.73,70.48,5,28
2024-01-06,P001,Home Goods,WH03,306,26,19.88,11,14,0,15.53,68.54,95,21
2024-01-07,P001,Electronics,WH02,197,38,432.11,6,227,0,19.62,54.94,34,42
2024-01-08,P007,Home Goods,WH05,279,21,486.83,1,244,1,28.64,71.13,14,18
2024-01-09,P005,Home Goods,WH04,115,32,212.92,7,246,1,26.43,76.55,32,31
2024-01-10,P010,Home Goods,WH03,269,22,38.93,10,167,1,23.64,55.03,87,21
2024-01-11,P010,Electronics,WH03,96,37,97.89,6,204,1,21.14,74.97,102,36
2024-01-12,P006,Electronics,WH05,272,29,197.35,2,49,0,36.0,37.11,60,24
2024-01-13,P007,Apparel,WH05,234,31,497.7,7,67,1,19.62,59.22,10,28
2024-01-14,P007,Electronics,WH04,89,33,184.96,6,139,1,24.35,42.94,119,34
2024-01-15,P003,Apparel,WH05,317,30,425.3,13,58,1,33.3,38.71,69,32
2024-01-16,P006,Home Goods,WH03,213,33,185.94,2,58,1,34.73,33.22,70,35
2024-01-17,P008,Electronics,WH03,403,32,359.99,1,131,1,17.09,59.35,77,33
2024-01-18,P009,Electronics,WH03,53,26,182.13,3,250,0,33.46,59.26,24,26
2024-01-19,P004,Apparel,WH04,370,38,365.21,6,134,0,28.49,62.8,63,42
2024-01-20,P010,Apparel,WH03,85,27,78.68,8,91,1,37.73,67.12,4,25
2024-01-21,P010,Apparel,WH05,283,34,208.07,10,116,1,37.92,56.26,36,30
2024-01-22,P006,Home Goods,WH05,167,30,408.28,1,35,0,15.15,52.91,64,25
2024-01-23,P002,Apparel,WH03,110,34,13.18,7,257,1,39.62,72.58,52,31
2024-01-24,P002,Electronics,WH02,210,26,134.65,7,226,1,24.57,56.38,0,25
2024-01-25,P005,Apparel,WH02,130,23,312.79,6,48,1,23.48,75.64,93,27
2024-01-26,P008,Apparel,WH02,97,33,403.87,5,129,0,19.38,39.4,61,32
2024-01-27,P002,Apparel,WH02,64,27,453.01,4,51,1,39.8,42.92,117,24
2024-01-28,P001,Apparel,WH02,376,24,163.75,6,201,0,26.33,69.95,20,27
2024-01-29,P008,FMCG,WH01,414,30,323.75,11,39,1,16.31,53.87,104,31
2024-01-30,P004,Apparel,WH02,384,36,401.45,5,298,1,27.98,50.9,39,32
2024-01-31,P002,Home Goods,WH05,185,30,157.45,5,65,0,38.47,53.89,71,34
2024-02-01,P006,Electronics,WH03,91,29,132.01,12,55,0,32.68,75.89,7,27
2024-02-02,P005,FMCG,WH03,455,35,54.77,11,250,1,29.84,61.96,53,36
2024-02-03,P010,Electronics,WH03,337,25,179.21,6,66,0,28.05,68.38,55,27
2024-02-04,P001,Apparel,WH05,102,28,194.09,5,171,0,39.54,50.92,118,24
2024-02-05,P004,FMCG,WH01,220,37,175.51,2,212,1,35.08,51.32,118,41
2024-02-06,P003,Electronics,WH01,331,27,252.0,9,71,0,20.25,78.06,95,28
2024-02-07,P005,Electronics,WH05,119,26,11.31,10,185,0,30.11,41.73,52,28
2024-02-08,P005,Apparel,WH04,114,34,88.43,10,29,1,33.9,50.31,117,29
2024-02-09,P007,Electronics,WH01,261,22,107.29,8,202,1,31.13,79.89,11,18
2024-02-10,P008,FMCG,WH01,192,30,17.72,1,142,1,18.31,55.62,2,30
2024-02-11,P004,FMCG,WH03,111,30,59.68,10,227,1,29.08,49.64,18,28
2024-02-12,P002,FMCG,WH02,310,28,284.69,2,21,0,29.8,74.62,109,29
2024-02-13,P008,Electronics,WH03,347,37,248.6,2,178,0,36.38,59.35,82,38
2024-02-14,P010,Electronics,WH02,60,29,290.56,13,9,0,21.74,67.0,105,24
2024-02-15,P005,Home Goods,WH05,223,30,166.38,4,246,0,21.94,62.16,105,31
2024-02-16,P009,FMCG,WH03,420,34,80.19,9,268,0,38.13,57.14,51,38
2024-02-17,P003,Electronics,WH05,483,40,245.32,7,107,0,19.86,68.97,83,35
2024-02-18,P005,Electronics,WH05,133,25,271.4,13,190,0,15.31,39.93,111,20
2024-02-19,P004,Electronics,WH05,459,34,473.71,8,293,1,37.72,43.43,45,37
2024-02-20,P004,Home Goods,WH05,272,28,190.5,12,207,1,26.54,76.35,44,25
2024-02-21,P001,Apparel,WH01,285,27,299.68,2,172,0,28.55,49.28,95,25
2024-02-22,P005,Electronics,WH04,129,40,130.33,1,259,1,21.16,73.29,110,36
2024-02-23,P008,FMCG,WH05,477,42,251.38,10,76,1,25.33,42.7,60,40
2024-02-24,P009,Electronics,WH02,339,37,247.81,7,84,0,26.01,48.35,78,36
2024-02-25,P009,Home Goods,WH04,288,27,244.51,3,74,0,33.51,71.19,114,30
2024-02-26,P003,FMCG,WH04,114,26,140.77,13,256,0,18.43,52.02,14,22
2024-02-27,P003,Apparel,WH03,442,24,202.56,8,282,0,35.44,35.94,109,24
2024-02-28,P008,FMCG,WH04,407,39,137.35,10,220,0,36.35,39.44,15,42
2024-02-29,P003,FMCG,WH01,126,26,305.04,7,48,1,16.57,77.16,27,26
2024-03-01,P005,Home Goods,WH02,175,26,303.19,1,266,1,23.97,68.69,43,29
2024-03-02,P001,Electronics,WH04,321,23,418.03,1,98,1,34.24,39.24,31,20
2024-03-03,P010,Apparel,WH05,366,35,195.81,7,143,0,20.78,59.98,44,30
2024-03-04,P008,FMCG,WH04,137,35,182.12,9,227,0,16.15,53.93,30,38
2024-03-05,P010,Home Goods,WH02,357,32,450.78,10,284,1,28.42,38.76,98,29
2024-03-06,P003,Home Goods,WH03,333,30,344.37,7,131,0,35.26,70.16,82,29
2024-03-07,P009,FMCG,WH02,456,38,456.84,12,173,1,39.82,78.22,63,40
2024-03-08,P004,Apparel,WH01,431,25,348.92,12,11,0,16.17,60.24,30,26
2024-03-09,P004,Home Goods,WH01,325,33,290.13,10,18,0,27.47,43.63,13,32
2024-03-10,P005,Electronics,WH05,205,28,237.49,2,27,1,23.39,69.78,38,23
2024-03-11,P006,Apparel,WH03,291,31,376.54,9,255,1,16.12,51.53,54,28
